product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,manufacturing_cost,price_to_cost_ratio,estimated_units_sold,brand,brand_tier,category_complexity,price_segment,seasonal_relevance,is_new_release,value_ratio,price_elasticity,category_median_price,price_to_category_median_ratio,brand_avg_price,price_to_brand_avg_ratio,rating_x_count,discount_to_margin_ratio,premium_complexity,Unnamed: 25,Unnamed: 26
"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",Computers,199.0,603.03,67,4.5,13568,127.54,1.56,542720,,,,,,,,,949.0,0.2096944151738672,,,61056.0,4.294596500224344,,,
"Boult Audio FXCharge with ENC, 32H Playtime, 5min=7H Type C Fast Charging, Zen ENC, 14.2 mm BoomX Rich Bass, IPX5, Bluetooth Wireless in Ear Earphones Neckband with mic (Black)",Audio,999.0,4540.91,78,3.8,3390,655.05,1.53,169500,,,,,,,,,774.0,1.2906976744186047,,,12882.0,5.097706032285472,,,
"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",Office Supplies,522.0,550.0,5,4.4,12179,326.62,1.6,974320,,,,,,,,,,,,,53587.600000000006,0.31248046997062684,,,
"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Camera Flashes,799.0,1997.5,60,3.8,12958,479.4,1.67,518320,,,,,,,,,,,,,49240.399999999994,3.592599245554158,,,
"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)",Audio,1799.0,4997.22,64,4.1,55192,1179.62,1.53,2759600,,,,,,,,,774.0,2.3242894056847545,,,226287.19999999998,4.182733154695772,,,
Xiaomi Mi Wired in Ear Earphones with Mic Basic with Ultra Deep Bass & Aluminum Alloy Sound Chamber (Black),Audio,429.0,599.0,28,4.1,119466,281.3,1.53,5973300,,,,,,,,,774.0,0.5542635658914729,,,489810.6,1.8299457551794,,,
Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,Computers,329.0,399.0,18,3.6,33735,210.86,1.56,1349400,,,,,,,,,949.0,0.3466807165437302,,,121446.0,1.1537721940901224,,,
"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",Computers,139.0,302.17,54,3.8,3044,89.08,1.56,121760,,,,,,,,,949.0,0.1464699683877766,,,11567.199999999999,3.461316582270367,,,
"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",Audio,1199.0,2497.92,52,4.0,33584,786.2,1.53,1679200,,,,,,,,,774.0,1.549095607235142,,,134336.0,3.398470688190314,,,
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers,656.0,1490.91,56,4.3,25903,420.43,1.56,1036120,,,,,,,,,949.0,0.6912539515279241,,,111382.9,3.589513492724825,,,
"Quantum QHM-7406 Full-Sized Keyboard with () Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",Computers,299.0,598.0,50,3.8,3066,191.63,1.56,122640,,,,,,,,,949.0,0.3150684931506849,,,11650.8,3.204922761361451,,,
"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers,449.0,997.78,55,4.0,2102,287.76,1.56,84080,,,,,,,,,949.0,0.4731296101159115,,,8408.0,3.5254150374975963,,,
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Audio,1598.0,3015.09,47,3.8,11015,1047.82,1.53,550750,,,,,,,,,774.0,2.0645994832041343,,,41857.0,3.0716946604797073,,,
"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Audio,1499.0,2998.0,50,3.7,87798,982.91,1.53,4389900,,,,,,,,,774.0,1.9366925064599483,,,324852.60000000003,3.2677602771060714,,,
"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Audio,1199.0,5995.0,80,3.9,47521,786.2,1.53,2376050,,,,,,,,,774.0,1.549095607235142,,,185331.9,5.2284164433697145,,,
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Home Entertainment,279.0,498.21,44,3.7,10962,179.31,1.56,548100,,,,,,,,,,,,,40559.4,2.820332029998077,,,
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Audio,1799.0,3997.78,55,3.9,3517,1179.62,1.53,175850,,,,,,,,,774.0,2.3242894056847545,,,13716.3,3.5945363048166787,,,
"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Mobile Accessories,349.0,997.14,65,3.8,16557,243.14,1.44,827850,,,,,,,,,599.0,0.5826377295492488,,,62916.6,4.513575446149574,,,
"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers,289.0,996.55,71,4.1,401,185.22,1.56,16040,,,,,,,,,949.0,0.3045310853530031,,,1644.1,4.55099032113326,,,
"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers,179.0,497.22,64,3.4,9385,114.72,1.56,375400,,,,,,,,,949.0,0.1886195995785037,,,31909.0,4.102301134542658,,,
Eveready Red 1012 AAA Batteries - Pack of 10,Batteries & Chargers,159.0,180.0,12,4.3,989,105.41,1.51,69230,,,,,,,,,,,,,4252.7,0.7946493609694723,,,
"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Memory Cards,1329.0,2889.13,54,4.5,19624,797.4,1.67,1275560,,,,,,,,,,,,,88308.0,3.2333393209987427,,,
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Smartwatches,1799.0,6919.23,74,4.0,26880,1079.4,1.67,1209600,,,,,,,,,,,,,107520.0,4.430872402850128,,,
"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",Computers,549.0,2033.33,73,3.6,6422,351.85,1.56,256880,,,,,,,,,949.0,0.5785036880927292,,,23119.2,4.6791872315877185,,,
Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),Audio,1299.0,3020.93,57,3.8,14629,851.77,1.53,731450,,,,,,,,,774.0,1.678294573643411,,,55590.2,3.7252467159009215,,,
"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green",Audio,119.0,495.83,76,4.3,15032,78.03,1.53,751600,,,,,,,,,774.0,0.15374677002583978,,,64637.6,4.966995621201229,,,
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",Computers,599.0,1996.67,70,4.4,4736,383.9,1.56,189440,,,,,,,,,949.0,0.631190727081138,,,20838.4,4.486891865906031,,,
"Gizga Essentials Webcam Cover, Privacy Protector Webcam Cover Slide, Compatible with Laptop, Desktop, PC, Smartphone, Protect Your Privacy and Security, Strong Adhesive, Set of 3, Black",Computers,69.0,300.0,77,4.3,255,44.22,1.56,10200,,,,,,,,,949.0,0.0727081138040042,,,1096.5,4.935581052496635,,,
"ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX, USB and Volume Control (Black)",Home Audio,499.0,799.0,38,3.9,6742,334.94,1.49,337100,,,,,,,,,,,,,26293.8,2.550164418495403,,,
"TVARA LCD Writing Tablet 8.5 Inch E-Note Pad LCD Writing Tablet, Kids Drawing Pad 8.5 Inch Doodle Board, Toddler Boy and Girl Learning Gift for 3 4 5 6 Years Old, Black",Computers,249.0,607.32,59,4.0,1208,159.58,1.56,48320,,,,,,,,,949.0,0.2623814541622761,,,4832.0,3.7818088584065124,,,
Redgear MP35 Speed-Type Gaming Mousepad (Black/Red),Computers,299.0,553.7,46,4.6,33434,191.63,1.56,1337360,,,,,,,,,949.0,0.3150684931506849,,,153796.4,2.948528940452535,,,
"Logitech MK270r USB Wireless Keyboard and Mouse Set for Windows, 2.4 GHz Wireless, Spill-resistant Design, 8 Multimedia & Shortcut Keys, 2-Year Battery Life, PC/Laptop- Black",Computers,1345.0,2279.66,41,4.2,17413,862.01,1.56,696520,,,,,,,,,949.0,1.417281348788198,,,73134.6,2.6280366643163897,,,
"Duracell Rechargeable AA 2500mAh Batteries, 4 Pcs",Batteries & Chargers,879.0,1109.0,21,4.4,31599,582.75,1.51,2211930,,,,,,,,,,,,,139035.6,1.3906363816965766,,,
"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers,199.0,995.0,80,3.9,1075,127.54,1.56,43000,,,,,,,,,949.0,0.2096944151738672,,,4192.5,5.127876418178322,,,
"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers,899.0,1912.77,53,4.4,13552,576.17,1.56,542080,,,,,,,,,949.0,0.9473129610115912,,,59628.8,3.397218127043138,,,
"Portronics Ruffpad 12E Re-Writable LCD Writing Pad with 30.4cm (12 inch) Writing Area, Single Tap Erase, Smart Lock, Long Battery Life, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)",Computers,469.0,1512.9,69,4.1,352,300.58,1.56,14080,,,,,,,,,949.0,0.494204425711275,,,1443.1999999999998,4.4227934106788025,,,
Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),Office Supplies,178.0,210.0,15,4.3,2450,111.38,1.6,196000,,,,,,,,,,,,,10535.0,0.9374414099118804,,,
"Boult Audio Airbass Propods X TWS Bluetooth Truly Wireless in Ear Earbuds with Mic, 32H Playtime, Fast Charging Type-C, Ipx5 Water Resistant, Touch Controls and Voice Assistant (Red)",Audio,1099.0,6105.56,82,3.5,12966,720.62,1.53,648300,,,,,,,,,774.0,1.4198966408268734,,,45381.0,5.359126854453957,,,
"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",Computers,899.0,1798.0,50,4.1,22375,576.17,1.56,895000,,,,,,,,,949.0,0.9473129610115912,,,91737.49999999999,3.204922761361451,,,
"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Black)",Audio,1599.0,2805.26,43,3.6,2272,1048.48,1.53,113600,,,,,,,,,774.0,2.065891472868217,,,8179.2,2.8102738383112214,,,
"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",Computers,425.0,904.26,53,4.5,4219,272.38,1.56,168760,,,,,,,,,949.0,0.4478398314014752,,,18985.5,3.397218127043138,,,
"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 3)",Computers,149.0,149.0,0,4.3,10833,95.49,1.56,433320,,,,,,,,,949.0,0.1570073761854583,,,46581.9,0.0,,,
Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials,Crafting,90.0,100.0,10,4.4,10718,63.64,1.41,964620,,,,,,,,,,,,,47159.200000000004,0.70916956244238,,,
"Tukzer Stylus Pen, iPad Pencil with Palm Rejection Tilt Sensor| 2nd Gen for 2018-2022 iPad 6/7/8/9th Gen; iPad 10.2"", Pro 12.9/11"", Mini 6/5th, Air 5/4/3rd, Precise for Writing/Drawing (3 Spare Tips)",Mobile Accessories,2025.0,5955.88,66,4.2,6233,1410.76,1.44,311650,,,,,,,,,599.0,3.380634390651085,,,26178.600000000002,4.583015068398028,,,
"Zebronics ZEB-VITA Wireless Bluetooth 10W Portable Bar Speaker With Supporting USB, SD Card, AUX, FM, TWS & Call Function",Home Audio,899.0,1199.0,25,3.8,10751,603.44,1.49,537550,,,,,,,,,,,,,40853.799999999996,1.6777397490101336,,,
"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue)",Computers,349.0,997.14,65,3.9,817,223.67,1.56,32680,,,,,,,,,949.0,0.3677555321390938,,,3186.2999999999997,4.1663995897698864,,,
"Camel Fabrica Acrylic Ultra Color - 15ml each, 10 Shades",Crafting,200.0,230.0,13,4.4,10170,141.43,1.41,915300,,,,,,,,,,,,,44748.0,0.921920431175094,,,
"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Computers,199.0,349.12,43,4.1,314,127.54,1.56,12560,,,,,,,,,949.0,0.2096944151738672,,,1287.3999999999999,2.7562335747708477,,,
"AirCase Protective Laptop Bag Sleeve fits Upto 14.1"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers,449.0,997.78,55,4.3,9701,287.76,1.56,388040,,,,,,,,,949.0,0.4731296101159115,,,41714.299999999996,3.5254150374975963,,,
Faber-Castell Connector Pen Set - Pack of 25 (Assorted),Coloring & Art Supplies,150.0,150.0,0,4.3,15867,90.0,1.67,1348695,,,,,,,,,,,,,68228.09999999999,0.0,,,
"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",Computers,154.0,350.0,56,4.3,7064,98.7,1.56,282560,,,,,,,,,949.0,0.1622760800842992,,,30375.199999999997,3.589513492724825,,,
"realme Buds Wireless in Ear Bluetooth Earphones with mic, 11.2mm Bass Boost Driver, Magnetic Fast Pair, Fast Charging and 12 Hrs Playtime (Yellow)",Audio,1679.0,1999.0,16,4.1,72563,1100.94,1.53,3628150,,,,,,,,,774.0,2.169250645994832,,,297508.3,1.045683288673943,,,
Robustrion [Anti-Scratch] & [Smudge Proof] [S Pen Compatible] Premium Tempered Glass Screen Protector for Samsung Tab S6 Lite 10.4 inch SM-P610/615 [Bubble Free],Computers,379.0,1516.0,75,4.2,4149,242.9,1.56,165960,,,,,,,,,949.0,0.3993677555321391,,,17425.8,4.807384142042176,,,
Robustrion Anti-Scratch & Smudge Proof Tempered Glass Screen Protector for Xiaomi Mi Pad 5 11 inch,Computers,379.0,1516.0,75,4.1,670,242.9,1.56,26800,,,,,,,,,949.0,0.3993677555321391,,,2746.9999999999995,4.807384142042176,,,
"Casio MJ-120D 150 Steps Check and Correct Desktop Calculator with Tax Keys, Black",Office Supplies,535.0,535.0,0,4.4,4426,334.76,1.6,354080,,,,,,,,,,,,,19474.4,0.0,,,
SLOVIC® Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount(Made in India)| Smartphone Clip Clipper 360 Degree for Taking Magic Video Shots & Pictures.,Camera Tripods,326.0,795.12,59,4.4,10773,195.6,1.67,538650,,,,,,,,,,,,,47401.200000000004,3.532722591461589,,,
"Sounce Gold Plated 3.5 mm Headphone Splitter for Computer 2 Male to 1 Female 3.5mm Headphone Mic Audio Y Splitter Cable Smartphone Headset to PC Adapter – (Black,20cm)",Audio,120.0,1000.0,88,3.9,6491,78.69,1.52,324550,,,,,,,,,774.0,0.15503875968992248,,,25314.899999999998,5.789092822840603,,,
"Panasonic Eneloop BQ-CC55N Advanced, Smart and Quick Charger for AA & AAA Rechargeable Batteries, White",Batteries & Chargers,1500.0,1500.0,0,4.4,25996,994.45,1.51,1819720,,,,,,,,,,,,,114382.40000000001,0.0,,,
"Redgear Cosmo 7,1 Usb Gaming Wired Over Ear Headphones With Mic With Virtual Surround Sound,50Mm Driver, Rgb Leds & Remote Control(Black)",Computers,1990.0,2999.0,34,4.3,14237,1275.39,1.56,569480,,,,,,,,,949.0,2.0969441517386724,,,61219.1,2.179347477725787,,,
"Classmate Long Book - Unruled, 160 Pages, 314 mm x 194 mm - Pack Of 3",Office Supplies,165.0,165.0,0,4.5,1674,103.24,1.6,133920,,,,,,,,,,,,,7533.0,0.0,,,
"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colours May Vary, Small, EC-POF1)",Computers,39.0,39.0,0,3.8,3344,25.0,1.56,133760,,,,,,,,,949.0,0.0410958904109589,,,12707.199999999999,0.0,,,
Sennheiser CX 80S in-Ear Wired Headphones with in-line One-Button Smart Remote with Microphone Black,Audio,1490.0,1990.0,25,4.1,98250,977.01,1.53,4912500,,,,,,,,,774.0,1.925064599483204,,,402824.99999999994,1.6338801385530357,,,
"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",Computers,399.0,997.5,60,4.1,1780,255.72,1.56,71200,,,,,,,,,949.0,0.4204425711275026,,,7297.999999999999,3.845907313633741,,,
"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)",Computers,209.0,497.62,58,3.9,536,133.95,1.56,21440,,,,,,,,,949.0,0.220231822971549,,,2090.4,3.717710403179283,,,
"Zebronics Astra 10 Portable Wireless BT v5.0 Speaker, 10W RMS Power, 15* Hours Backup, 2.25"" Drive Size, up to 6.4"" Mobile Holder Support, Carry Handle, USB, mSD, AUX Input and FM Radio with Antenna",Home Audio,799.0,1997.5,60,3.7,418,536.31,1.49,20900,,,,,,,,,,,,,1546.6000000000001,4.02657539762432,,,
"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter",Computers,199.0,995.0,80,4.5,127,127.54,1.56,5080,,,,,,,,,949.0,0.2096944151738672,,,571.5,5.127876418178322,,,
"SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading, Working on PC, Laptop, Power Bank, Bedroom ( Multicolour )",Computers,298.0,993.33,70,4.3,1552,190.99,1.56,62080,,,,,,,,,949.0,0.3140147523709167,,,6673.599999999999,4.486891865906031,,,
"StyleHouse Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes",Kitchen Appliances,455.0,989.13,54,4.1,3578,310.64,1.46,214680,,,,,,,,,,,,,14669.8,3.6983768235052397,,,
"Prestige 1.5 Litre Kettle 1500-watts, Red",Kitchen Appliances,749.0,1245.0,40,3.9,31783,511.37,1.46,1906980,,,,,,,,,,,,,123953.7,2.739538387781659,,,
Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),Kitchen Appliances,1043.0,1345.0,22,3.8,15592,712.09,1.46,935520,,,,,,,,,,,,,59249.6,1.5067461132799125,,,
"SHOPTOSHOP Electric Lint Remover, Best Lint Shaver for Clothes,Lint Remover for Woolen Clothes ,Lint Remover for Sweaters",Kitchen Appliances,499.0,998.0,50,4.1,4859,340.68,1.46,291540,,,,,,,,,,,,,19921.899999999998,3.4244229847270735,,,
PRO365 Indo Mocktails/Coffee Foamer/Cappuccino/Lemonade/Milk Frother (6 Months Warranty),Kitchen Appliances,249.0,498.0,50,3.3,8427,170.0,1.46,505620,,,,,,,,,,,,,27809.1,3.4244229847270735,,,
"Lifelong LLQH922 Regalia 800 W (ISI Certified) Quartz Room Heater with 2 Power settings, Overheating Protection, 2 Rod Heater (1 Year Warranty, White)",Climate Control,999.0,1998.0,50,3.8,1163,740.87,1.35,63965,,,,,,,,,,,,,4419.4,3.7034293756018073,,,
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Black & Grey",Laundry & Storage,351.0,1002.86,65,4.0,5380,210.6,1.67,403500,,,,,,,,,15290.0,0.0229561805101373,,,21520.0,3.8919825160170047,,,
NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),Kitchen Appliances,1969.0,5048.72,61,4.1,4927,1344.31,1.46,295620,,,,,,,,,,,,,20200.699999999997,4.17779604136703,,,
"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",Kitchen Appliances,1260.0,1699.0,26,4.2,2891,860.25,1.46,173460,,,,,,,,,,,,,12142.2,1.7806999520580784,,,
Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),Kitchen Appliances,749.0,1111.0,33,4.2,35693,511.37,1.46,2141580,,,,,,,,,,,,,149910.6,2.260119169919869,,,
"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",Kitchen Appliances,1099.0,1894.83,42,4.3,15276,750.33,1.46,916560,,,,,,,,,,,,,65686.8,2.876515307170742,,,
IKEA Frother for Milk,Kitchen Appliances,244.0,497.96,51,3.3,478,166.59,1.46,28680,,,,,,,,,,,,,1577.3999999999999,3.4929114444216154,,,
"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",Kitchen Appliances,1499.0,1775.0,16,3.9,14667,1023.42,1.46,880020,,,,,,,,,,,,,57201.299999999996,1.0958153551126635,,,
"C (DEVICE) Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes Pack of 1",Kitchen Appliances,469.0,1617.24,71,3.7,6,320.2,1.46,360,,,,,,,,,,,,,22.200000000000003,4.862680638312445,,,
"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)",Climate Control,999.0,1490.0,33,4.1,12999,740.87,1.35,714945,,,,,,,,,,,,,53295.899999999994,2.444263387897193,,,
"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Kitchen Appliances,160.0,296.3,46,4.6,2781,109.24,1.46,166860,,,,,,,,,,,,,12792.599999999999,3.150469145948908,,,
HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,Kitchen Appliances,1130.0,1130.0,0,4.2,13250,771.49,1.46,795000,,,,,,,,,,,,,55650.0,0.0,,,
KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,Kitchen Appliances,1499.0,2100.0,29,4.1,6355,1023.42,1.46,381300,,,,,,,,,,,,,26055.499999999996,1.9861653311417027,,,
ATOM Selves-MH 200 GM Digital Pocket Scale,Kitchen Appliances,308.0,499.0,38,3.9,4584,210.28,1.46,275040,,,,,,,,,,,,,17877.6,2.602561468392576,,,
"Croma 1100 W Dry Iron with Weilburger Dual Soleplate Coating (CRSHAH702SIR11, White)",Kitchen Appliances,479.0,997.92,52,4.2,1559,327.03,1.46,93540,,,,,,,,,,,,,6547.8,3.561399904116157,,,
"Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet Hair from Clothing Furniture Perfect for Clothing,Furniture,Couch,Carpet (Standard)",Kitchen Appliances,179.0,813.64,78,3.5,132,122.21,1.46,7920,,,,,,,,,,,,,462.0,5.342099856174235,,,
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",Kitchen Appliances,499.0,941.51,47,4.1,3036,340.68,1.46,182160,,,,,,,,,,,,,12447.599999999999,3.2189576056434492,,,
KENT 16088 Vogue Electric Kettle 1.8 Litre 1500 W | Stainless Steel body | Auto shut off over heating protection | 1 Year Warranty,Kitchen Appliances,999.0,1958.82,49,3.8,305,682.05,1.46,18300,,,,,,,,,,,,,1159.0,3.355934525032532,,,
"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",Kitchen Appliances,1099.0,1894.83,42,4.3,1811,750.33,1.46,108660,,,,,,,,,,,,,7787.299999999999,2.876515307170742,,,
"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Climate Control,1999.0,4759.52,58,4.2,1353,1482.47,1.35,74415,,,,,,,,,,,,,5682.6,4.2959780756980965,,,
"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Kitchen Appliances,1699.0,1999.0,15,4.1,8873,1159.97,1.46,532380,,,,,,,,,,,,,36379.299999999996,1.027326895418122,,,
"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",Kitchen Appliances,499.0,2169.57,77,3.7,53,340.68,1.46,3180,,,,,,,,,,,,,196.10000000000002,5.273611396479693,,,
ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,Kitchen Appliances,1595.0,1799.0,11,4.0,2877,1088.96,1.46,172620,,,,,,,,,,,,,11508.0,0.7533730566399562,,,
"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",Kitchen Appliances,1052.0,1783.05,41,4.3,1404,718.24,1.46,84240,,,,,,,,,,,,,6037.2,2.8080268474762002,,,
"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",Kitchen Appliances,1547.0,2864.81,46,3.9,463,1056.19,1.46,27780,,,,,,,,,,,,,1805.7,3.150469145948908,,,
