product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,manufacturing_cost,price_to_cost_ratio,estimated_units_sold,brand,brand_tier,category_complexity,price_segment,seasonal_relevance,is_new_release,value_ratio,price_elasticity,category_median_price,price_to_category_median_ratio,brand_avg_price,price_to_brand_avg_ratio,rating_x_count,discount_to_margin_ratio,premium_complexity,Unnamed: 25,Unnamed: 26
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Black)",Audio,599.0,1302.17,54,4.1,197841,569.05,1.05,788539,JBL,1.0,0.7,1.0,0.5,0.0,6.8447,425.8111,774.0,0.7739018087855297,789.0,0.7591888466413181,811148.1,5.142367393581564,0.7,,
"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 min=200 min), 13mm Driver,Low Latency, BT v5.2 (Mint Green)",Audio,799.0,3473.91,77,3.9,25106,759.05,1.05,75666,Noise,0.0,0.7,1.0,0.5,0.0,4.8811,58.2628,774.0,1.0322997416020672,1505.060606060606,0.5308756317071698,97913.4,7.332634987144082,0.0,,
"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)",Audio,1299.0,2278.95,43,4.1,186413,844.64,1.54,625078,Oneplus,0.0,0.7,2.0,0.5,0.0,3.1563,268.7835,774.0,1.678294573643411,1299.0,1.0,764293.2999999999,2.7920264917862476,0.0,,
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),Audio,499.0,1313.16,62,4.1,78174,474.05,1.05,274564,Boat,0.0,0.7,1.0,0.5,0.0,8.2164,170.2297,774.0,0.6447028423772609,759.5535714285714,0.6569648524744328,320513.39999999997,5.904199600038092,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue) (Black)",Audio,159.0,300.0,47,3.5,57110,151.05,1.05,257062,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,120.8191,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,4.475764212932102,0.0,,
Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),Audio,299.0,996.67,70,3.9,87989,284.05,1.05,319857,Boult,0.0,0.7,0.0,0.5,0.0,13.0435,223.8999,774.0,0.3863049095607235,865.6666666666666,0.34539853677319987,343157.1,6.66603180649462,0.0,,
"Ambrane Wired in Ear Earphones with in-line Mic for Clear Calling, 14mm Dynamic Drivers for BoostedBass, 3.5mm Jack, Multi-Functional Controller (Stringz 38 Lite, Green)",Audio,179.0,447.5,60,3.8,4915,170.05,1.05,19146,Ambrane,0.0,0.7,0.0,0.5,0.0,21.2291,11.4876,774.0,0.23126614987080105,179.0,1.0,18677.0,5.71374154842396,0.0,,
"Noise Master Buds, Sound by Bose in-Ear Bluetooth Earbuds, Up to 49dB Adaptive ANC, LHDC 5.0, Immersive Spatial Audio, 44H Playtime with 6 mic ENC, Dual Pairing, IPX5 Ear Buds TWS (Titanium)",Audio,7999.0,8601.08,7,3.4,88,3368.01,2.37,727,Bose,2.0,0.7,2.0,0.5,0.0,0.4251,0.0509,774.0,10.334625322997416,7999.0,1.0,299.2,0.2953461879245601,1.4,,
"Mivi SuperPods Immersio [Flagship Launch], Dolby Audio,True Wireless Earbuds, 3D Soundstage, 60H Playtime, AI ENC, BT v5.4 Earbuds",Audio,2199.0,6467.65,66,4.0,3810,2089.05,1.05,13867,Mivi,0.0,0.7,2.0,0.5,0.0,1.819,9.1522,774.0,2.8410852713178296,2132.3333333333335,1.0312646553071751,15240.0,6.285115703266356,0.0,,
"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black",Audio,399.0,448.31,11,4.2,37985,347.9,1.15,149199,Samsung,2.0,0.7,0.0,0.5,0.0,10.5263,16.4119,774.0,0.5155038759689923,399.0,1.0,159537.0,0.9564385705590819,1.4,,
"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",Audio,959.0,5047.37,81,3.4,2889,911.05,1.05,8941,Boat,0.0,0.7,1.0,0.5,0.0,3.5454,7.2422,774.0,1.2390180878552972,759.5535714285714,1.2625837545550722,9822.6,7.713551090372346,0.0,,
"boAt BassHeads 100 C Wired Earphones with Type-C Jack, in-Line Microphone, 10mm Drivers, Signature Sound, Integrated Controls & Multi-OS Compatibility(Grey)",Audio,499.0,1996.0,75,4.1,415276,474.05,1.05,1321902,Boat,0.0,0.7,1.0,0.5,0.0,8.2164,991.4265,774.0,0.6447028423772609,759.5535714285714,0.6569648524744328,1702631.5999999999,7.14217693552995,0.0,,
"Portronics Conch Theta C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(White)",Audio,279.0,797.14,65,4.0,828,265.05,1.05,2199,Portronics,0.0,0.7,0.0,0.5,0.0,14.3369,1.4294,774.0,0.36046511627906974,279.0,1.0,3312.0,6.18988667745929,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)",Audio,159.0,397.5,60,3.5,57110,151.05,1.05,230432,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,138.2592,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,5.71374154842396,0.0,,
"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Black)",Audio,449.0,598.67,25,4.1,106731,303.96,1.48,342705,Xiaomi,0.0,0.7,1.0,0.5,0.0,9.1314,85.6762,774.0,0.5801033591731266,449.0,1.0,437597.1,1.6890750624957773,0.0,,
"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray",Audio,1999.0,2815.49,29,4.1,2882,1647.49,1.21,11868,Noise,0.0,0.7,2.0,0.5,0.0,2.051,3.4417,774.0,2.582687338501292,1505.060606060606,1.3281857168743834,11816.199999999999,2.3964961573423684,0.0,,
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Jazz Green)",Audio,1299.0,2278.95,43,4.1,186413,919.61,1.41,456213,OnePlus,0.0,0.7,2.0,0.5,0.0,3.1563,196.1716,774.0,1.678294573643411,1341.857142857143,0.9680613222612584,764293.2999999999,3.049429118502234,0.0,,
"Boult X Mustang Newly Launched Dyno TWS Earbuds with 60H Playtime, App Support, Dual Pairing, 4 Mics ENC, 45ms Low Latency, 13mm Drivers, Touch Controls, Made in India, IPX5 Ear Buds Wireless (Grey)",Audio,1499.0,4996.67,70,4.1,4920,1424.05,1.05,12998,Boult,0.0,0.7,2.0,0.5,1.0,2.7352,9.0986,774.0,1.9366925064599483,865.6666666666666,1.731613400077012,20172.0,6.66603180649462,0.0,,
"Mivi DuoPods i7 Earbuds - Step into The 3rd Dimension of Sound with 3D Soundstage, High Fidelity Drivers, Advanced Audio Codec for Lossless Audio, etc.",Audio,999.0,4995.0,80,3.6,1077,949.05,1.05,4008,Mivi,0.0,0.7,2.0,0.5,0.0,3.6036,3.2064,774.0,1.2906976744186047,2132.3333333333335,0.4685008597780209,3877.2000000000003,7.61832206456528,0.0,,
"Logitech Pebble Keys 2 K380s, Multi-Device Bluetooth Wireless Keyboard with Customisable Shortcuts, Slim and Portable, Easy-Switch for Windows, macOS, iPadOS, Android, Chrome OS - Tonal Graphite",Computers,2995.0,4218.31,29,4.4,586,2539.67,1.18,3540,Logitech,0.0,0.9,2.0,0.5,0.0,1.4691,1.0266,949.0,3.15595363540569,1487.9333333333334,2.0128589990590977,2578.4,2.457418862808237,0.0,,
"HP K100 Wired Keyboard, Quick, Comfy and Accurate, USB Plug & Play Setup,LED Indicators(7J4G1AA)",Computers,649.0,1248.08,48,4.1,236,616.55,1.05,938,HP,1.0,0.9,1.0,0.5,0.0,6.3174,0.4502,949.0,0.6838777660695469,595.4285714285714,1.0899712092130518,967.5999999999999,4.570993238739168,0.9,,
Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,Computers,248.0,400.0,38,3.7,40836,201.13,1.23,304449,Zebronics,0.0,0.9,0.0,0.5,0.0,14.9194,115.6906,949.0,0.2613277133825079,522.2692307692307,0.4748508726710362,151093.2,3.089179741484432,0.0,,
"Dell KB216-Black Multimedia Wired Keyboard with USB Interface, Plunger Keys Technology and Chiclet Key Style, Hot Key-Volume, Mute, Play/Pause, Backward, Forward, Warranty 3 Years",Computers,569.0,646.59,12,4.3,37517,340.81,1.67,256627,Dell,1.0,0.9,0.0,0.5,0.0,7.5571,30.7952,949.0,0.5995785036880927,1595.6666666666667,0.3565907666597033,161323.1,0.7185198491108317,0.9,,
"Zebronics K24 Wired USB Keyboard, 104 Keys, Long Life 8 Million Keystrokes, Silent & Comfortable Use, Slim Design, Retractable Stand, 1.5 Meter Textured Cable, UV Coated keycaps",Computers,299.0,808.11,63,3.7,3366,284.05,1.05,13805,Zebronics,0.0,0.9,0.0,0.5,0.0,12.3746,8.6971,949.0,0.3150684931506849,522.2692307692307,0.5725016569703218,12454.2,5.999428625845158,0.0,,
"Kreo Hive Wired Full Size RGB Backlight Gaming Mechanical Keyboard, Customizable RGB, Mechanical Switches, NKRO, Metal Volume Knob, All Black Keycaps (All Black, Red Switch)",Computers,3199.0,6035.85,47,4.2,155,3039.05,1.05,718,Kreo,0.0,0.9,2.0,0.5,0.0,1.3129,0.3375,949.0,3.3709167544783982,4443.909090909091,0.7198617106151423,651.0,4.475764212932102,0.0,,
"Ant Esports MK700 V2 Membrane TKL Wired Gaming Keyboard, 87 UV Coated Mechanical feel Keys Cool RGB Backlight Waterproof Keyboard for PC Laptop Mobile Tablets Gaming, Design and Work Mercury White",Computers,579.0,1996.55,71,4.0,114,550.05,1.05,458,Ant,0.0,0.9,0.0,0.5,0.0,6.9085,0.3252,949.0,0.6101159114857745,632.5714285714286,0.9153116531165312,456.0,6.761260832301686,0.0,,
"Zebronics USB Keyboard with Rupee Key, USB Interface and Retractable Stand - K20",Computers,299.0,393.42,24,3.8,2689,213.48,1.4,16026,Zebronics,0.0,0.9,0.0,0.5,0.0,12.709,3.8462,949.0,0.3150684931506849,522.2692307692307,0.5725016569703218,10218.199999999999,1.7141632740518535,0.0,,
"Portronics Ki-Pad 3 USB Wired Keyboard with Large Keycaps, Noise-Free Typing, Fn Multimedia Hotkeys, Full-Size Layout with Num Pad, Ergonomic Design, 1.5m USB Cable, for Laptop, PC, Mac (Pink)",Computers,499.0,998.0,50,4.1,563,474.05,1.05,2345,Noise,0.0,0.9,0.0,0.5,0.0,8.2164,1.1725,949.0,0.5258166491043204,1619.0,0.3082149474984558,2308.2999999999997,4.7614512903533,0.0,,
"Zebronics Transformer Gaming Keyboard and Mouse Combo,Braided Cable,Durable Al body,Multimedia keys and Gaming Mouse with 6 Buttons, Multi-Color LED Lights, High-Resolution Sensor with 3200 DPI(Black)",Computers,1159.0,2414.58,52,4.2,33576,1101.05,1.05,158517,Zebronics,0.0,0.9,1.0,0.5,0.0,3.6238,82.4288,949.0,1.2212855637513171,522.2692307692307,2.219161941232786,141019.2,4.951909341967432,0.0,,
"Dell KM3322W Wireless USB Keyboard and Mouse Combo, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advance Exchange Warranty - Black",Computers,1399.0,2498.21,44,4.1,11840,1264.84,1.11,46328,Dell,1.0,0.9,2.0,0.5,0.0,2.9307,20.3843,949.0,1.4741833508956796,1595.6666666666667,0.876749529977021,48543.99999999999,3.9636068822628587,0.9,,
"ZEBRONICS KEYPAD X1 Wireless Bluetooth Keyboard, Scissor Switches, 2.4GHz & Dual BT for (Mac | Android | Windows), Volume/Media Control Knob, Integrated Multimedia Keys",Computers,899.0,2497.22,64,3.7,2106,854.05,1.05,7841,ZEBRONICS,0.0,0.9,1.0,0.5,0.0,4.1157,5.0182,949.0,0.9473129610115912,729.1,1.2330270196132218,7792.200000000001,6.0946576516522235,0.0,,
Zebronics Zeb-Companion 107 USB Wireless Keyboard and Mouse Set with Nano Receiver (Black),Computers,599.0,998.33,40,3.4,19701,498.61,1.2,112015,Zebronics,0.0,0.9,0.0,0.5,0.0,5.6761,44.806,949.0,0.631190727081138,522.2692307692307,1.146918035201414,66983.4,3.333055578701775,0.0,,
"Portronics Key7 Combo Wireless Keyboard & Mouse Set with Copilot AI, 2.4 GHz USB Receiver, 10m Range, 12 Shortcut Keys, Adjustable DPI (Up to 1600), 10M Key Life for PC, Laptop, Mac(Grey+Orange)",Computers,949.0,2019.15,53,3.9,16138,901.55,1.05,91803,Portronics,0.0,0.9,1.0,0.5,0.0,4.1096,48.6556,949.0,1.0,596.45,1.5910805599798807,62938.2,5.047138367774498,0.0,,
"Acer Clearview Curved Transparent Wireless Rechargeable Keyboard I Dual Connection Bluetooth + 2.4 G I Multi-Device Connection with 3 Bluetooth Connect I Supports iOS, Android, Windows, MAC System",Computers,1999.0,3998.0,50,4.3,13,1899.05,1.05,53,Acer,0.0,0.9,2.0,0.5,0.0,2.1511,0.0265,949.0,2.1064278187565857,4038.0,0.4950470529965329,55.9,4.7614512903533,0.0,,
RPM Euro Games Gaming Keyboard Wired | 87 Keys Space Saving Design | Membrane Keyboard with Mechanical Feel | LED Backlit & Spill Proof Design,Computers,648.0,1506.98,57,3.8,659,615.6,1.05,3278,RPM,0.0,0.9,0.0,0.5,0.0,5.8642,1.8685,949.0,0.6828240252897787,648.0,1.0,2504.2,5.428054471002762,0.0,,
Ant Esports MK3400 V3 Pro Mechanical Pro World of Warship Edition Wired RGB Gaming Keyboard (Black),Computers,1279.0,3996.88,68,4.0,1069,1215.05,1.05,4208,Ant,0.0,0.9,2.0,0.5,0.0,3.1274,2.8614,949.0,1.3477344573234984,632.5714285714286,2.021906052393857,4276.0,6.475573754880488,0.0,,
"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers,1495.0,2105.63,29,4.2,10756,943.61,1.58,69485,Logitech,0.0,0.9,2.0,0.5,0.0,2.8094,20.1506,949.0,1.5753424657534247,1487.9333333333334,1.0047493167256598,45175.200000000004,1.8353268780456933,0.0,,
EvoFox Deathray RGB Gaming Keyboard | 16 Million True Prism Colors | 7 Backlight Effects and 1 Custom Effect | Silent Membrane Keys | 19 Anti Ghosting and Windows Lock Key | Braided Cable | (Black),Computers,799.0,1507.55,47,4.2,1198,684.76,1.17,4254,EvoFox,0.0,0.9,1.0,0.5,0.0,5.2566,1.9994,949.0,0.8419388830347735,717.0,1.114365411436541,5031.6,4.016750705067944,0.0,,
"HP K100 Wired Keyboard, Quick, Comfy and Accurate, USB Plug & Play Setup,LED Indicators(7J4G1AA)",Computers,649.0,1248.08,48,4.1,236,616.55,1.05,1700,HP,1.0,0.9,1.0,0.5,0.0,6.3174,0.816,949.0,0.6838777660695469,595.4285714285714,1.0899712092130518,967.5999999999999,4.570993238739168,0.9,,
"MageGee Typewriter Mechanical Gaming Keyboard, Retro Punk Round Keycaps with RGB Rainbow Backlit USB Wired Keyboards for Game and Office, for Windows Laptop PC Mac - Blue Switches/Black",Computers,2804.0,5007.14,44,4.3,1934,2663.8,1.05,14358,MageGee,0.0,0.9,2.0,0.5,0.0,1.5335,6.3175,949.0,2.9546891464699683,2513.0,1.1157978511738955,8316.199999999999,4.190077135510904,0.0,,
Foxin Endeavour Gaming Keyboard Mouse Combo Wired | Rainbow Backlight | Breathing LED Mouse with 3600 DPI | Membrane Keyboard,Computers,999.0,3444.83,71,5.0,11,949.05,1.05,46,Foxin,0.0,0.9,1.0,0.5,0.0,5.005,0.0327,949.0,1.0526870389884089,999.0,1.0,55.0,6.761260832301686,0.0,,
"Kreo Hive Wired Full Size RGB Backlight Gaming Mechanical Keyboard, Customizable RGB, Mechanical Switches, NKRO, Metal Volume Knob, All Black Keycaps (All Black, Red Switch)",Computers,3199.0,6035.85,47,4.2,155,3039.05,1.05,669,Kreo,0.0,0.9,2.0,0.5,0.0,1.3129,0.3144,949.0,3.3709167544783982,4443.909090909091,0.7198617106151423,651.0,4.475764212932102,0.0,,
boAt Bassheads 100 in Ear Wired Earphones with Mic(Black),Audio,297.0,990.0,70,4.1,415277,282.15,1.05,903436,Boat,0.0,0.7,0.0,0.5,0.0,13.8047,632.4052,774.0,0.38372093023255816,759.5535714285714,0.39101916069119547,1702635.7,6.66603180649462,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue) (Green)",Audio,159.0,397.5,60,3.5,57110,151.05,1.05,166907,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,100.1442,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,5.71374154842396,0.0,,
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Black)",Audio,599.0,1302.17,54,4.1,197841,560.67,1.07,862466,JBL,1.0,0.7,2.0,0.5,0.0,6.8447,465.7316,774.0,0.7739018087855297,789.0,0.7591888466413181,811148.1,5.046257359125315,0.7,,
"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 min=200 min), 13mm Driver,Low Latency, BT v5.2 (Mint Green)",Audio,799.0,3473.91,77,3.9,25106,759.05,1.05,67946,Noise,0.0,0.7,2.0,0.5,0.0,4.8811,52.3184,774.0,1.0322997416020672,1505.060606060606,0.5308756317071698,97913.4,7.332634987144082,0.0,,
"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)",Audio,1299.0,2278.95,43,4.1,186412,784.99,1.65,547222,Oneplus,0.0,0.7,2.0,0.5,0.0,3.1563,235.3055,774.0,1.678294573643411,1299.0,1.0,764289.2,2.605902672565299,0.0,,
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),Audio,499.0,1313.16,62,4.1,78174,474.05,1.05,175650,Boat,0.0,0.7,1.0,0.5,0.0,8.2164,108.903,774.0,0.6447028423772609,759.5535714285714,0.6569648524744328,320513.39999999997,5.904199600038092,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue) (Black)",Audio,159.0,300.0,47,3.5,57110,132.79,1.2,209282,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,98.3625,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,3.9163403049745855,0.0,,
Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),Audio,299.0,996.67,70,3.9,87989,284.05,1.05,326615,Boult,0.0,0.7,1.0,0.5,0.0,13.0435,228.6305,774.0,0.3863049095607235,865.6666666666666,0.34539853677319987,343157.1,6.66603180649462,0.0,,
"Ambrane Wired in Ear Earphones with in-line Mic for Clear Calling, 14mm Dynamic Drivers for BoostedBass, 3.5mm Jack, Multi-Functional Controller (Stringz 38 Lite, Green)",Audio,179.0,447.5,60,3.8,4915,170.05,1.05,20783,Ambrane,0.0,0.7,0.0,0.5,0.0,21.2291,12.4698,774.0,0.23126614987080105,179.0,1.0,18677.0,5.71374154842396,0.0,,
"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black",Audio,399.0,448.31,11,4.2,37985,265.12,1.5,137998,Samsung,2.0,0.7,1.0,0.5,0.0,10.5263,15.1798,774.0,0.5155038759689923,399.0,1.0,159537.0,0.7332844477034864,1.4,,
"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",Audio,959.0,5047.37,81,3.4,2890,911.05,1.05,12343,Boat,0.0,0.7,2.0,0.5,0.0,3.5454,9.9978,774.0,1.2390180878552972,759.5535714285714,1.2625837545550722,9826.0,7.713551090372346,0.0,,
"boAt BassHeads 100 C Wired Earphones with Type-C Jack, in-Line Microphone, 10mm Drivers, Signature Sound, Integrated Controls & Multi-OS Compatibility(Grey)",Audio,499.0,1996.0,75,4.1,415277,474.05,1.05,1461089,Boat,0.0,0.7,1.0,0.5,0.0,8.2164,1095.8167,774.0,0.6447028423772609,759.5535714285714,0.6569648524744328,1702635.7,7.14217693552995,0.0,,
"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Black)",Audio,449.0,598.67,25,4.1,106732,340.46,1.32,342802,Xiaomi,0.0,0.7,1.0,0.5,0.0,9.1314,85.7005,774.0,0.5801033591731266,449.0,1.0,437601.19999999995,1.8937959245511702,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)",Audio,159.0,397.5,60,3.5,57110,151.05,1.05,198126,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,118.8756,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,5.71374154842396,0.0,,
"Portronics Conch Theta C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(White)",Audio,279.0,797.14,65,4.0,829,265.05,1.05,2158,Portronics,0.0,0.7,0.0,0.5,0.0,14.3369,1.4027,774.0,0.36046511627906974,279.0,1.0,3316.0,6.18988667745929,0.0,,
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Jazz Green)",Audio,1299.0,2278.95,43,4.1,186412,1006.48,1.29,474580,OnePlus,0.0,0.7,2.0,0.5,0.0,3.1563,204.0694,774.0,1.678294573643411,1341.857142857143,0.9680613222612584,764289.2,3.3330749554298116,0.0,,
"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, Bluetooth Neckband, Wireless with Mic Earphones (Active Black)",Audio,1089.0,4033.33,73,4.0,210157,1034.55,1.05,808763,Boat,0.0,0.7,2.0,0.5,0.0,3.6731,590.397,774.0,1.4069767441860466,759.5535714285714,1.4337369225343835,840628.0,6.9517188839158175,0.0,,
"Belkin SoundForm Rhythm True Wireless Ear Buds with Built-in Mic, 2-Device Connection, 28H Battery Life, IPX5 Water Resistance - Bluetooth Earphones for iPhone, iPad, Galaxy, Pixel, & More - White",Audio,2499.0,4998.0,50,4.4,110,2374.05,1.05,348,Belkin,0.0,0.7,2.0,0.5,0.0,1.7607,0.174,774.0,3.2286821705426356,2499.0,1.0,484.00000000000006,4.7614512903533,0.0,,
"Mivi SuperPods Concerto [Flagship Launch], True Wireless Earbuds, Dolby Audio, ANC with 3D Soundstage, Hi-res Audio with LDAC, 60H Playtime, BT v5.4 Earbuds",Audio,3999.0,7015.79,43,3.20326212365763,0,3799.05,1.05,26,Mivi,0.0,0.7,2.0,0.5,0.0,0.801,0.0112,774.0,5.166666666666667,2132.3333333333335,1.8754103486009066,0.0,4.094848109703838,0.0,,
boAt Bassheads 100 in Ear Wired Earphones with Mic(Black),Audio,297.0,990.0,70,4.1,415277,282.15,1.05,1213877,Boat,0.0,0.7,0.0,0.5,0.0,13.8047,849.7139,774.0,0.38372093023255816,759.5535714285714,0.39101916069119547,1702635.7,6.66603180649462,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue) (Green)",Audio,159.0,397.5,60,3.5,57110,151.05,1.05,152178,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,91.3068,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,5.71374154842396,0.0,,
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Black)",Audio,599.0,1302.17,54,4.1,197840,569.05,1.05,545468,JBL,1.0,0.7,1.0,0.5,0.0,6.8447,294.5527,774.0,0.7739018087855297,789.0,0.7591888466413181,811143.9999999999,5.142367393581564,0.7,,
"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)",Audio,1299.0,2278.95,43,4.1,186412,1142.58,1.14,846484,Oneplus,0.0,0.7,2.0,0.5,0.0,3.1563,363.9881,774.0,1.678294573643411,1299.0,1.0,764289.2,3.7715989825453913,0.0,,
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),Audio,499.0,1313.16,62,4.1,78174,474.05,1.05,183865,Boat,0.0,0.7,1.0,0.5,0.0,8.2164,113.9963,774.0,0.6447028423772609,759.5535714285714,0.6569648524744328,320513.39999999997,5.904199600038092,0.0,,
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue) (Black)",Audio,159.0,300.0,47,3.5,57110,151.05,1.05,220701,ZEBRONICS,0.0,0.7,0.0,0.5,0.0,22.0126,103.7295,774.0,0.2054263565891473,153.7826086956522,1.03392705682782,199885.0,4.475764212932102,0.0,,
"Ambrane Wired in Ear Earphones with in-line Mic for Clear Calling, 14mm Dynamic Drivers for BoostedBass, 3.5mm Jack, Multi-Functional Controller (Stringz 38 Lite, Green)",Audio,179.0,447.5,60,3.8,4915,170.05,1.05,14685,Ambrane,0.0,0.7,0.0,0.5,0.0,21.2291,8.811,774.0,0.23126614987080105,179.0,1.0,18677.0,5.71374154842396,0.0,,
"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black",Audio,399.0,448.31,11,4.2,37985,379.05,1.05,211020,Samsung,2.0,0.7,0.0,0.5,0.0,10.5263,23.2122,774.0,0.5155038759689923,399.0,1.0,159537.0,1.047519283877726,1.4,,
"Noise Master Buds, Sound by Bose in-Ear Bluetooth Earbuds, Up to 49dB Adaptive ANC, LHDC 5.0, Immersive Spatial Audio, 44H Playtime with 6 mic ENC, Dual Pairing, IPX5 Ear Buds TWS (Titanium)",Audio,7999.0,10665.33,25,3.4,89,7492.98,1.07,522,Bose,2.0,0.7,2.0,0.5,0.0,0.4251,0.1305,774.0,10.334625322997416,7999.0,1.0,302.59999999999997,2.3362302588543127,1.4,,
